순번,지식재산권 명칭,출원구분,출원국,출원일자,출원번호,등록일자,등록번호
7495,지형정보 기반 가시선분석 소프트웨어,국내 저작권,대한민국,,,2020-07-08,C-2020-022479
7496,반정현파 충격시험 시험조건 추출 소프트웨어,국내 저작권,대한민국,,,2020-07-08,C-2020-022478
7497,딥러닝 기반 퍼징 시스템 퍼징 성능 시각화 소프트웨어,국내 저작권,대한민국,,,2020-07-08,C-2020-022477
7498,딥러닝 기반 퍼징 시스템 퍼징 모델 최적화 소프트웨어,국내 저작권,대한민국,,,2020-07-08,C-2020-022476
7499,기술용역 원가추산 소프트웨어,국내 저작권,대한민국,,,2020-07-08,C-2020-022475
7500,파이썬 라이브러리 취약점 점검 프로그램,국내 저작권,대한민국,,,2020-07-08,C-2020-022474
7501,감시장치 구동부 임의궤적 추종 제어 시뮬레이터 (엘큐 서보 제어 적용),국내 저작권,대한민국,,,2020-07-08,C-2020-022473
7502,파이썬 라이브러리 취약점 데이터베이스 구성 프로그램,국내 저작권,대한민국,,,2020-07-08,C-2020-022472
7503,감시장치 구동부 명령값 추종 제어 시뮬레이션,국내 저작권,대한민국,,,2020-07-08,C-2020-022471
7504,접촉식 화학탐지드론 자율주행 시뮬레이터,국내 저작권,대한민국,,,2020-07-08,C-2020-022470
7505,딥러닝 기반 퍼징 시스템 시드 변이 위치 선정 소프트웨어,국내 저작권,대한민국,,,2020-07-08,C-2020-022469
7506,이동형 환경처리장비 원격 모니터링 소프트웨어,국내 저작권,대한민국,,,2020-07-08,C-2020-022468
7507,고장 검출 및 분리 기법 모의 소프트웨어,국내 저작권,대한민국,,,2020-07-08,C-2020-022467
7508,파편에 의한 표적 관통 해석 소프트웨어,국내 저작권,대한민국,,,2020-07-08,C-2020-022466
7509,파편에 의한 인원 피해 평가 소프트웨어,국내 저작권,대한민국,,,2020-07-08,C-2020-022465
7510,외삽기법을 활용한 근전계-원전계 변환 소프트웨어,국내 저작권,대한민국,,,2020-07-08,C-2020-022464
7511,고성능 능동소자 제작을 위한 금속-유전층-반도체 계면 접촉저항 계산 및 분석 소프트웨어,국내 저작권,대한민국,,,2020-07-08,C-2020-022463
7512,지휘통제 통합망 통합관제 소프트웨어,국내 저작권,대한민국,,,2020-07-08,C-2020-022462
7513,지휘통제 통합망 3차원 시뮬레이션 가시화 도구,국내 저작권,대한민국,,,2020-07-08,C-2020-022461
7514,지휘통제 통합망 시뮬레이터,국내 저작권,대한민국,,,2020-07-08,C-2020-022460
7515,엠스타 데이터 표적 탐지 및 세그멘테이션 시뮬레이션 프로그램,국내 저작권,대한민국,,,2020-07-08,C-2020-022459
7516,딥러닝 기반 퍼징 시스템 시드 파일 생성 소프트웨어,국내 저작권,대한민국,,,2020-07-08,C-2020-022458
7517,획득신호 등가 신호 발진 프로그램,국내 저작권,대한민국,,,2020-07-08,C-2020-022457
7518,지피에스  데이터 기반 기동성능시험 결과분석 및 가시화 프로그램,국내 저작권,대한민국,,,2020-07-08,C-2020-022456
7519,임무장비 메타 파싱 소프트웨어,국내 저작권,대한민국,,,2020-07-08,C-2020-022455
7520,영상추적 결과 비교 분석기,국내 저작권,대한민국,,,2020-07-08,C-2020-022454
7521,"합성개구레이더 위성의 촬영지역위치정확도, 픽셀위치정확도 예측 소프트웨어",국내 저작권,대한민국,,,2020-07-08,C-2020-022453
7522,비행종단시스템 가시화 저장 및 재생 프로그램,국내 저작권,대한민국,,,2020-07-08,C-2020-022452
7523,지휘통제 네트워크를 위한 수치해석기반의 시뮬레이션 도구,국내 저작권,대한민국,,,2020-07-08,C-2020-022451
7524,복합재 압력용기의 등장력 돔 컨투어 설계 프로그램,국내 저작권,대한민국,,,2020-07-08,C-2020-022450
7525,근접항공지원작전 노드별 미션 중요도 스코어링 프로그램,국내 저작권,대한민국,,,2020-07-08,C-2020-022449
7526,원사프 사후분석 프로그램,국내 저작권,대한민국,,,2020-07-08,C-2020-022448
7527,자동 방어 행위 에이전트 프로토타입,국내 저작권,대한민국,,,2020-07-08,C-2020-022447
7528,기준 주파수 드리프트(삼각파) 프로그램,국내 저작권,대한민국,,,2020-07-08,C-2020-022446
7529,기준 주파수 드리프트(사인파) 프로그램,국내 저작권,대한민국,,,2020-07-08,C-2020-022445
7530,과출력 감지 프로그램,국내 저작권,대한민국,,,2020-07-08,C-2020-022444
7531,자동 위협 행위 에이전트 프로토타입,국내 저작권,대한민국,,,2020-07-08,C-2020-022443
7532,씨앤알 자동 매칭 프로그램,국내 저작권,대한민국,,,2020-07-08,C-2020-022442
7533,잠수함 구조공기음 데이터 출력보조 프로그램,국내 저작권,대한민국,,,2020-07-08,C-2020-022441
7534,사이버 위협 정보 공유 프레임워크 소프트웨어,국내 저작권,대한민국,,,2020-07-08,C-2020-022440
7535,평탄도 측정 프로그램,국내 저작권,대한민국,,,2020-07-08,C-2020-022439
7536,새로운 학습데이터에 대한 효율적인 초기 학습파라미터 설정,국내 저작권,대한민국,,,2020-07-08,C-2020-022438
7537,고온구조시험 열 하중 제어 설계 및 시뮬레이션 프로그램,국내 저작권,대한민국,,,2020-07-08,C-2020-022437
7538,글로벌 포지셔닝 시스템을 활용한 화학탐지드론 오염운 추적 및 분석 시스템,국내 저작권,대한민국,,,2020-07-08,C-2020-022436
7539,최근접 연관 알고리즘 기반 탐지 중 추적방식 시뮬레이션 프로그램,국내 저작권,대한민국,,,2020-07-08,C-2020-022435
7540,표적 우선순위에 기반한 적응적 추적 자원 할당 프로그램,국내 저작권,대한민국,,,2020-07-08,C-2020-022434
7541,에이전트 기반 지상무인체계 전투모의 프로그램,국내 저작권,대한민국,,,2020-07-08,C-2020-022433
7542,에프너스 및 이이쥐 신호처리 분석 프로그램,국내 저작권,대한민국,,,2020-07-07,C-2020-022262
7543,고차정확도 곡면-혼합 격자 매핑 함수 계산 모듈,국내 저작권,대한민국,,,2020-07-07,C-2020-022261
7544,계층적 다수 비행체-타겟 의사결정 학습 알고리즘,국내 저작권,대한민국,,,2020-07-07,C-2020-022260
7545,3차원 노면 프로파일 생성 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019528
7546,링크16 통신단말 호스트 연동 메시지 모니터링 소프트웨어,국내 저작권,대한민국,,,2020-06-12,C-2020-019527
7547,고효율 무선 에너지순환장치 제어 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019526
7548,링크16 통신단말의 로그 분석 소프트웨어,국내 저작권,대한민국,,,2020-06-12,C-2020-019525
7549,진공 오일주입 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019524
7550,3차원 직사각형 공진기 특성분석 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019523
7551,수신용 초협대역 영상 전송제어 소프트웨어,국내 저작권,대한민국,,,2020-06-12,C-2020-019522
7552,송신용 초협대역 영상 전송제어 소프트웨어,국내 저작권,대한민국,,,2020-06-12,C-2020-019521
7553,초협대역 영상 전송제어 성능 분석기 소프트웨어,국내 저작권,대한민국,,,2020-06-12,C-2020-019520
7554,상황 온톨로지 프로토타입,국내 저작권,대한민국,,,2020-06-12,C-2020-019519
7555,전술 레파지토리 프로토타입,국내 저작권,대한민국,,,2020-06-12,C-2020-019518
7556,클라우드 환경을 위한 컨테이너 기반 웹 상황도,국내 저작권,대한민국,,,2020-06-12,C-2020-019517
7557,클라우드 환경을 위한 컨테이너 기반 웹 메신저,국내 저작권,대한민국,,,2020-06-12,C-2020-019516
7558,병렬형 촉매 평가장치 제어 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019515
7559,"1,400마력급 터보샤프트 엔진 성능 출력 프로그램",국내 저작권,대한민국,,,2020-06-12,C-2020-019514
7560,영상 샤프니스 측정 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019513
7561,협대역 전송시스템 웨이브폼 후보군 에러율 분석 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019512
7562,영상 스트리밍 시스템 테스트 시퀸스 자동생성 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019511
7563,미들웨어 성능 평가 테스트 및 원격 관리를 위한 시뮬레이터,국내 저작권,대한민국,,,2020-06-12,C-2020-019510
7564,압축 복원 영상 품질측정 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019509
7565,노트북형 영상 수신 및 복원 단말 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019508
7566,지문 인증 및 사용자 접근통제를 위한 아이담 모듈,국내 저작권,대한민국,,,2020-06-12,C-2020-019507
7567,영상압축 및 전송제어 모듈 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019506
7568,초협대역 영상시현 및 성능검증,국내 저작권,대한민국,,,2020-06-12,C-2020-019505
7569,초협대역 영상 신호처리 검증,국내 저작권,대한민국,,,2020-06-12,C-2020-019504
7570,윈도우즈 기반 초협대역 저해상도 표적 탐지,국내 저작권,대한민국,,,2020-06-12,C-2020-019503
7571,안드로이드 기반 초협대역 저해상도 표적 탐지,국내 저작권,대한민국,,,2020-06-12,C-2020-019502
7572,윈도우즈 기반 초협대역 영상데이터 오류 은닉 및 복원,국내 저작권,대한민국,,,2020-06-12,C-2020-019501
7573,안드로이드 기반 초협대역 영상데이터 오류 은닉 및 복원,국내 저작권,대한민국,,,2020-06-12,C-2020-019500
7574,초협대역 고효율 영상 압축 전송 제어 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019499
7575,지역 디디에스 네트워크 간 효율적인 메시지 유통을 위한 오픈디디에스와 모스퀴토 기반의 하이브리드 전술 미들웨어,국내 저작권,대한민국,,,2020-06-12,C-2020-019498
7576,무인잠수정용 전력변환장치 펌웨어,국내 저작권,대한민국,,,2020-06-12,C-2020-019497
7577,장비 마운트 최적 설치 위치 산출 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019496
7578,멀티스태틱 피씨엘 시스템 탐지거리 분석 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019495
7579,빔그리드 분석 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019494
7580,기뢰전 표적탐지 시뮬레이션 소프트웨어,국내 저작권,대한민국,,,2020-06-12,C-2020-019493
7581,배열 안테나 패턴 분석 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019492
7582,하다마드 패턴을 이용한 단거리 계산 고스트 이미징 제어 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019491
7583,초협대역 영상센서 모듈 전처리 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019490
7584,무기체계 에스피엘 통합개발환경_브이엑스웍스 워크벤치 어댑터,국내 저작권,대한민국,,,2020-06-12,C-2020-019489
7585,내부 폭발하중에 의해 발생한 철근콘크리트 부재의 파편 평균 속도 예측 소프트웨어,국내 저작권,대한민국,,,2020-06-12,C-2020-019488
7586,소성 피해 이력 모델이 적용된 지면 폭발하중에 의한 철근콘크리트 부재 피해 해석 소프트웨어,국내 저작권,대한민국,,,2020-06-12,C-2020-019487
7587,레이더 자료 적합을 이용한 탄착점 추정 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019486
7588,무기체계 에스피엘 통합개발환경_코드스크롤 컨트롤러 테스터 어댑터,국내 저작권,대한민국,,,2020-06-12,C-2020-019485
7589,무기체계 소프트웨어 제품라인 통합개발환경 어댑터(아이비엠 랩소디 어댑터),국내 저작권,대한민국,,,2020-06-12,C-2020-019484
7590,위협경보 취합 및 인텔리전스 태깅 시스템,국내 저작권,대한민국,,,2020-06-12,C-2020-019483
7591,무기체계 에스피엘 통합개발환경_실크로드 테스트케이스 관리 어댑터,국내 저작권,대한민국,,,2020-06-12,C-2020-019482
7592,협대역 전자기펄스 분석 소프트웨어,국내 저작권,대한민국,,,2020-06-12,C-2020-019481
7593,다수표적상태추정 소프트웨어,국내 저작권,대한민국,,,2020-06-12,C-2020-019480
7594,근사궤적예측 소프트웨어,국내 저작권,대한민국,,,2020-06-12,C-2020-019479
7595,소음지도 소음 등고선 생성 프로그램,국내 저작권,대한민국,,,2020-06-12,C-2020-019478
7596,위성운용국 아나시스 무선통신장비 연동 시뮬레이터,국내 저작권,대한민국,,,2020-06-12,C-2020-019477
7597,자이로리스 위성자세결정 알고리즘 소프트웨어,국내 저작권,대한민국,,,2020-06-12,C-2020-019476
7598,함정용 배전반 매핑 및 크기 예측 프로그램,국내 저작권,대한민국,,,2020-05-18,C-2020-016291
7599,사이버 위협정보 공유 메시지 소프트웨어,국내 저작권,대한민국,,,2020-05-18,C-2020-016290
7600,광자기반 레이다의 고해상도 거리 프로파일 표적 탐지용 실시간 데이터 분석 프로그램,국내 저작권,대한민국,,,2020-05-18,C-2020-016289
7601,지상연소시험 다분력 데이터 보정 및 후처리 프로그램,국내 저작권,대한민국,,,2020-05-18,C-2020-016288
7602,다중빔 형성 시뮬레이션,국내 저작권,대한민국,,,2020-05-18,C-2020-016287
7603,안테나 회전 공간 확인 소프트웨어,국내 저작권,대한민국,,,2020-05-18,C-2020-016286
7604,인도어용 드론 화학오염운 추적 및 모니터링 시스템,국내 저작권,대한민국,,,2020-05-18,C-2020-016285
7605,간섭계측합성개구소나 영상모의 프로그램,국내 저작권,대한민국,,,2020-05-18,C-2020-016284
7606,합성빔 시험용 피막컨트롤러 제어,국내 저작권,대한민국,,,2020-05-18,C-2020-016283
7607,설계 신뢰성 향상을 위한 샘플링 알고리즘 및 결과 플롯 프로그램,국내 저작권,대한민국,,,2020-05-18,C-2020-016282
7608,화학오염운 추적 무인기 비행경로 자율화 알고리즘,국내 저작권,대한민국,,,2020-05-18,C-2020-016281
7609,성형작약탄 화약 다중배열구조 최적화 프로그램,국내 저작권,대한민국,,,2020-05-18,C-2020-016280
