표준 번호,표준 제정 번호,표준 분류,표준 명,표준 상태,제정 년도,제정기관 표준이력,관련 사이트,표준 개요,표준 요약
MND-IEEE 802.2-1998,IEEE Standard for Local and metropolitan area networks -- Specific requirements -- Part 2: Logical L,DITA 2023 v3,LLC,필수(Mandated),IEEE,standards.ieee.org/findstds/standard/802.2-1989.html,"에러 보정, 프레임 생성, 흐름제어 후 3계층에 서비스를 제공하기 위한 표준",생략,생략
MND-IEEE 802.3-2008,IEEE Standard for Information technology -- Specific Requirements -- Part 3: Carrier Sense Multiple ,DITA 2023 v3,Ethernet,필수(Mandated),IEEE,standards.ieee.org/findstds/standard/802.3-2008.html,본 표준은 IEEE Std 802.3-2005의 기본 규격에 802.3 an/ap/aq/as 버전을 개정 통합한 것으로 이더넷 관련 규격을 정의한다.,생략,생략
MND-IEEE 802.3-2018,"IEEE Standard for Ethernet, Aug. 2018",DITA 2023 v3,Ethernet,미래(Emerging),IEEE,,유선 데이터 전송을 위한 이더넷(Ethernet)을 정의하는 표준,생략,생략
MND-IETF RFC 1122/RFC 1123,"Requirements for Internet Hosts -- Communication Layer(1122), Application and Support(1123), October",DITA 2023 v3,TCP,필수(Mandated),IETF,www.rfc-editor.org/info/rfc1122,"본 표준은 인터넷 호스트의 software에 관한 요구사항에 관한 문서로, 각각 RFC 1122는 통신을 위한 계층에 대한 것으로 Link, IP, 그리고 transport 계층에 관한 것이고 RFC 1122는 응용과 지원에 관한 것이다.",생략,생략
MND-IETF RFC 1157,"A Simple Network Management Protocol (SNMP), May 1990",DITA 2023 v3,SNMP,필수(Mandated),IETF,www.rfc-editor.org/info/rfc1157,본 표준은 응용계층의 단순 네트워크 관리 프로토콜로 UDP(User Datagram Protocol) 상에서 동작하는 비동기식 요청/응답 표준임.,생략,생략
MND-IETF RFC 1305,"Network Time Protocol (Version 3) Specification, Implementation, and Analysis, March 1992.",DITA 2023 v3,NTP,사양(Retired),IETF,www.rfc-editor.org/info/rfc1305,본 표준은 인터넷에서의 시간을 동기화 하고 시간 배포의 조절을 위한 메커니즘을 제공한다,생략,생략
MND-IETF RFC 1332,"The PPP Internet Protocol Control Protocol (IPCP), May 1992",DITA 2023 v3,PPP,사양(Retired),IETF,www.rfc-editor.org/info/rfc1332,"본 표준은 IPv4의 전이중(full duplex), 동기 혹은 비동기, 점대점(point-to-point) 통신을 위한 필수 표준으로 IPCP에 대한 규약이다.",생략,생략
MND-IETF RFC 1471,"The Definitions of Managed Objects for the Link Control Protocol of the Point-to-Point Protocol, Jun",DITA 2023 v3,MIB,필수(Mandated),IETF,www.rfc-editor.org/info/rfc1471,"본 표준은 TCP/IP 기반 인터넷의 네트워크 관리 프로토콜의 MIB(Managed Information Base)를 정의함. 특별히, Point-to-Point 프로토콜 계열을 사용하는 서브네트워크 인터페이스 상의 LCP(Link Control Protocol)와 LQM(Link Quaility Monitoring)의 MO(Managed Object)를 기술함.",생략,생략
MND-IETF RFC 1557,"Korean Character Encoding for Internet Messages, December 1993",DITA 2023 v3,EUC-KR,사양(Retired),IETF,www.rfc-editor.org/info/rfc1557,"본 표준은 유닉스의 한글 환경 중 사용되는 유닉스 확장 부호에 대한 정의를 한 것으로, 정보 처리 및 데이터를 전송하는 시스템에서 한글문자 표기를 위한 방법으로서, 영문자 를 나타내는 데 널리 쓰이는 아스키(ASCII) 문자세트와 KS X 1001 문자세트의 문자를 인코딩하여 표기하는 기술 규격을 정의함.",생략,생략
MND-IETF RFC 1738,"Uniform Resource Locators (URL), December 1994",DITA 2023 v3,URI,사양(Retired),IETF,www.rfc-editor.org/info/rfc1738,URL은 인터넷에서 접근 가능한 자원의 주소를 일관되게 표현할 수 있는 형식을 말한다.,생략,생략
MND-IETF RFC 1772,"Application of the Border Gateway Protocol in the Internet, 21 March 1995",DITA 2023 v3,BGP,필수(Mandated),IETF,www.rfc-editor.org/info/rfc1772,본 표준은 BGP-4(Border Gateway Protocol 4)가 TCP를 트랜스포트 서비스로 사용하는 IPv4와 IPv6의 외부 게이트웨이 라우팅을 위한 필수 표준.,생략,생략
MND-IETF RFC 1812,"Requirements for IP Version 4 Routers, June 1995",DITA 2023 v3,IPv4,필수(Mandated),IETF,www.rfc-editor.org/info/rfc1812,본 표준은 IPv4 라우터를 위한 요구사항에 관한 문서임.,생략,생략
MND-IETF RFC 1870,"Simple Mail Transfer Protocol Services Extension for Message Size Declaration, November 1995",DITA 2023 v3,SMTP,필수(Mandated),IETF,www.rfc-editor.org/info/rfc1870,본 기술은 SMTP client와 server간 상호작용에 대한 SMTP의 확장 기능을 정의한다.,생략,생략
MND-IETF RFC 1901,Introduction to Community-based SNMPv2,DITA 2023 v3,SNMP,필수(Mandated),IETF,www.rfc-editor.org/info/rfc1901,본 표준은 SNMPv2를 이루는 구성요소를 소개하고 커뮤니티 기반 관리 프레임워크에 대해 정의함,생략,생략
MND-IETF RFC 1981,"Path MTU Discovery for IP Version 6, August 1996",DITA 2023 v3,IPv6,필수(Mandated),IETF,www.rfc-editor.org/info/rfc1981,본 표준은 IPv6를 위한 경로 최대 패킷 사이즈(MTU) 발견을 명세한다. 대부분의 기법은 IPv4를 위한 경로 MTU 발견 메커니즘에 기반하고 있다.,생략,생략
MND-IETF RFC 1994,"PPP Challenge Handshake Authentication Protocol (CHAP), August 1996",DITA 2023 v3,PPP,필수(Mandated),IETF,www.rfc-editor.org/info/rfc1994,"본 표준은 IPv4와 IPv6의 전이중(full duplex), 동기 혹은 비동기, 점대점 (point-to-point) 통신을 위한 필수 표준으로 PPP CHAP 프로토콜.",생략,생략
MND-IETF RFC 1995,"Incremental Zone Transfer in DNS, August 1996",DITA 2023 v3,DNS,필수(Mandated),IETF,www.rfc-editor.org/info/rfc1995,본 표준은 Incremental하게 Zone 영역의 전송을 제공하기 위해 DNS 프로토콜의 확장에 대해 제안하고 있는 필수 표준임.,생략,생략
MND-IETF RFC 1996,"A Mechanism for Prompt Notification of Zone Changes (DNS NOTIFY), August 1996",DITA 2023 v3,DNS,필수(Mandated),IETF,www.rfc-editor.org/info/rfc1996,본 표준은 DNS의 Master 서버가 RR(Resource Records)의 데이터가 변경되었음을 알리는 NOTIFY에 관한 표준.,생략,생략
MND-IETF RFC 2006,"The Definitions of Managed Objects for IP Mobility Support using SMIv2, October 1996",DITA 2023 v3,Mobile IPv4,필수(Mandated),IETF,www.rfc-editor.org/info/rfc2006,"The Definition of Managed Objects for IP Mobility support는 TCP/IP 기반 인터넷에서 네트워크 관리 프로토콜을 사용하기 위한 MIB(Management Information Base)를 정의함. 특히, 무선 IP 프로토콜의 Mobile Node, Foreign Agent, Home Agent을 관리하기 위한 MO(Managed Objects)를 정의함.",생략,생략
MND-IETF RFC 2126,"ISO Transport Service on Top of TCP (ITOT), March 1997",DITA 2023 v3,TCP,사양(Retired),IETF,www.rfc-editor.org/info/rfc2126,본 표준은 전송 프로토콜을 정의하면서 OSI 기반 application을 TCP/IP와 OSI프로토콜 스택들을 지원하는 이중 스택과 TCP로 매핑시키는 방식을 정의하고 있다. 또한 ISO 연결지향 트랜스포트 프로토콜 ISO 8073 클래스 0 (connection oriented 트랜스포트 protocolISO 8073 클래스 0)을 TCP상에서 구동할 것이 제안되어 있다.,생략,생략
MND-IETF RFC 2131,Dynamic Host Configuration Protocol,DITA 2023 v3,DHCP,필수(Mandated),IETF,www.rfc-editor.org/info/rfc2131,본 표준은 TCP/IP 네트워크에서 호스트에게 구성(configuration) 정보를 전달하기 위한 프레임워크를 제공함,생략,생략
MND-IETF RFC 2136,"Dynamic Updates in the Domain Name System (DNS UPDATE), April 1997",DITA 2023 v3,DNS,필수(Mandated),IETF,www.rfc-editor.org/info/rfc2205,Dynamic DNS는 신규 등록물에 대한 DNS 데이터베이스 선택적 입력 및 삭제를 위한 새로운 Messaging 메커니즘을 소개하여 DNS Updating의 자동화를 지원한다. 본 표준은 IPv4에 특화된 다양한 Resource Records (RRs)와 DNS 이름 Mapping을 정의함.,생략,생략
MND-IETF RFC 2207,"RSVP Extensions for IPSEC Data Flows, September 1997",DITA 2023 v3,IPSec,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc2207.txt.pdf,"본 표준은 RSVP 버전1의 확장 기능을 제시한다. 이 확장 기능은 RFC 1826, IP 인증 해더 또는 RFC 1827, IP 캡슐화 보안 페이로드를 사용하여 개개의 데이터 흐름을 허가하는 기능이다. RSVP Version 1은 IPSEC 프로토콜을 지원할 수 있으며, IPv4와 IPv6에서 사용할 수 있다.",생략,생략
MND-IETF RFC 2228,"FTP Security Extensions, October 1997",DITA 2023 v3,IPSec,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc2228.txt.pdf,본 표준은 RFC 959에 정의된 FTP 규격을 확장하여 보안 기능을 추가한 표준이다.,생략,생략
MND-IETF RFC 2231,"MIME Parameter Value and Encoded Word Extensions: Character Sets, Languages, and Continuations, Nove",DITA 2023 v3,MIME,필수(Mandated),IETF,www.rfc-editor.org/info/rfc2231,"본 표준은 이메일에 쓰이는 메시지 포맷 (MIME)을 정리한 RFC 2045를 기반으로 기존 MIME에 US-ASCII이외에 문자 셋을 텍스트 바디에 쓰게 하도록 확장된 RFC 2184를 대체하여 제정된 표준으로, US-ASCII 이외의 문자 셋을 텍스트 헤더에 쓸수 있도록 확장된 기술.",생략,생략
MND-IETF RFC 2315,PKCS(Public Key Cryptography Standards) #7: Cryptographic Message Syntax Version 1.5,DITA 2023 v3,PKCS,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc2315.txt.pdf,"본 표준은 미국의 RSA사가 개발한 암호작성 표준으로, 암호화를 적용한 메시지에 사용하는 일반적인 구분을 설명한다.",생략,생략
MND-IETF RFC 2453,"RIP Version 2, November 1998",DITA 2023 v3,RIP,필수(Mandated),IETF,www.rfc-editor.org/info/rfc2453,"본 표준은 RFC 2453에 정의된 RIP(Routing Information Protocol)로 거리 벡터 라우팅에 기반한 매우 간단한 프로토콜이다. 거리는 목적지에 도달하기 위한 링크(네트워크) 수로 정의된다. 이러한 이유로, RIP에서 메트릭은 홉 수(Hop Count)라고 불리며, 최대 15개 홉만 지원함.",생략,생략
MND-IETF RFC 2460,"Internet Protocol, Version 6 (IPv6) Specification, December 1998",DITA 2023 v3,IPv6,사양(Retired),IETF,www.rfc-editor.org/info/rfc2460,IPv6는 기존의 IPv4 (RFC-791)의 후속 버젼으로 발표된 규격이다.,생략,생략
MND-IETF RFC 2473,"Generic Packet Tunneling in IPv6 Specification, December 1998",DITA 2023 v3,IPv6,필수(Mandated),IETF,www.rfc-editor.org/info/rfc2473,"이 표준은 IPv4와 같은 인터넷 Packet을 IPv6의 Packet으로 encapsulation하기 위한 일반적인 메카니즘과 모델을 정의한다. 또한 AppleTalk, IPX, CLNP등과 같은 다른 프로토콜에도 적용할 수 있다.",생략,생략
MND-IETF RFC 2475,"An Architecture for Differentiated Services, December 1998",DITA 2023 v3,Diffserv,필수(Mandated),IETF,www.rfc-editor.org/info/rfc2475,본 표준은 RFC 2475에 정의된 Differential Serviced의 Architecture에 대해서 정의함,생략,생략
MND-IETF RFC 2507,"IP Header Compression, February 1999",DITA 2023 v3,IPv4,필수(Mandated),IETF,www.rfc-editor.org/info/rfc2507,2코어 광케이블을 이용하여 리피터 사이의 최대연결거리는 1000미터까지 확장하여 최대 10Mb/s의 속도를 제공하는 이더넷 기술,생략,생략
MND-IETF RFC 2545,"Use of BGP-4 Multiprotocol Extensions for IPv6 Inter- Domain Routing, March 1999",DITA 2023 v3,IPv6,필수(Mandated),IETF,www.rfc-editor.org/info/rfc2545,본 표준은 IPv6 도메인간 라우팅을 위해 BGP-4(Border Gateway Protocol-4)로 구성된 망에서 IPv6 도달 정보를 전송하기 위한 문서이다.,생략,생략
MND-IETF RFC 2560,"X.509 Internet Public Key Infrastructure Online Certificate Status Protocol - OCSP, June 1999",DITA 2023 v3,X.509,사양(Retired),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc2560.txt.pdf,본 표준은 X.509 공개키 기반구조에서의 OCSP 프로토콜의 적용을 정의한 표준이다.,생략,생략
MND-IETF RFC 2578,"Structure of Management Information Version 2 (SMIv2), April 1999",DITA 2023 v3,SNMP,필수(Mandated),IETF,www.rfc-editor.org/info/rfc2578,"본 표준은 간이 망관리 프로토콜(SNMP)이나 관리 정보 베이스(MIB)를 정의할 때, 정의에 사용되는 데이터 구조나 데이터 형식, 관리정보의 명칭에 관해 규정한 관리 정보 구조임.",생략,생략
MND-IETF RFC 2585,"Internet X.509 Public Key Infrastructure Operational Protocols : FTP and HTTP, May 1999",DITA 2023 v3,X.509,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc2585.txt.pdf,본 표준은 인증서 및 CRL를 사용한 PKI의 운영 요구사항으로 인증서 및 CRL을 획득하기 위한 FTP와 HTTP 프토토콜 사용방법에 대해 기술한 표준이다.,생략,생략
MND-IETF RFC 2587,"Internet X.509 Public Key Infrastructure LDAPv2 Schema, June 1999",DITA 2023 v3,X.509,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc2587.txt.pdf,본 표준은 LDAP V2 환경에서 PKIX를 지원하는 스키마를 설명한 표준이다.,생략,생략
MND-IETF RFC 2605,"Directory Server Monitoring MIB, June 1999",DITA 2023 v3,MIB,필수(Mandated),IETF,www.rfc-editor.org/info/rfc2605,"TCP/IP 기반의 인터넷 커뮤니티에서 망 관리 프로토콜을 사용하기위한 MIB을 정의하며, RFC 1567을 확장하여 한 개 이상의 디렉터리 서버들을 모니터링을 하기위한 일반적인 MIB 임.",생략,생략
MND-IETF RFC 2616,"Hypertext Transfer Protocol  HTTP/1.1, June 1999",DITA 2023 v3,HTTP,사양(Retired),IETF,www.rfc-editor.org/info/rfc2616,"HTTP는 웹상에서 파일(텍스트, 그래픽 이미지, 사운드, 비디오 그리고 기타 멀티미디어 파일)을 주고받는데 필요한 프로토콜로서 TCP/IP와 관련된 하나의 응용 프로토콜임.",생략,생략
MND-IETF RFC 2631,"Diffie-Hellman Key Agreement Method,  June 1999",DITA 2023 v3,암호화,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc2631.txt.pdf,본 표준은 공개 키 암호화에서 메시지 형식을 위한 표준으로 Diffie-Hellman 키교환 알고리즘을 정의한 표준이다.,생략,생략
MND-IETF RFC 2743,"Generic Security Service Application Program Interface, Version 2, Update 1, January 2000",DITA 2023 v3,보안서비스 인터페이스,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc2743.txt.pdf,"본 표준은 일반적인 보안 서비스 어플리케이션 프로그램 인터페이스(GSS-API) Version2로서, 서로 다른 환경에서 애플리케이션의 휴대성을 지원하기 위한 메커니즘과 기술을 정의하여 발신자에게 보안 서비스를 제공한다.",생략,생략
MND-IETF RFC 2788,"Network Services Monitoring MIB, March 2000",DITA 2023 v3,MIB,필수(Mandated),IETF,www.rfc-editor.org/info/rfc2788,본 표준은 네트워크 서비스 응용의 모니터링을 위한 공통적인 요소를 MIB에 정의함.,생략,생략
MND-IETF RFC 2789,"Mail Monitoring MIB, March 2000",DITA 2023 v3,MIB,필수(Mandated),IETF,www.rfc-editor.org/info/rfc2789,본 표준은 전자 메일의 메시지를 전달하는 Message Transfer Agent (MTA)들을 모니터링하기 위한 MIB(Management Information Base)를 정의,생략,생략
MND-IETF RFC 2790,"Host Resources MIB, March 2000",DITA 2023 v3,MIB,필수(Mandated),IETF,www.rfc-editor.org/info/rfc2790,"MIB는 SNMP를 이용하여 관리될 수 있는 일련의 네트워크 객체들에 대한 형식적인 것으로 Host 자원에 대한 표준이며, 계층은 Agent Progress-SNMP-UDP(User Progress-FTP,Etc-TCP)-IP-Network 의존적인 프로토콜임.",생략,생략
MND-IETF RFC 2817,"Upgrading to TLS Within HTTP/1.1, May 2000",DITA 2023 v3,TLS,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc2817.txt.pdf,본 표준은 기존 TCP 연결에서 TLS를 초기화하기 위해 HTTP/1.1에서의 업그레이드 메커니즘 사용 방법을 명세한 표준이다.,생략,생략
MND-IETF RFC 2818,"HTTP Over TLS, May 2000",DITA 2023 v3,TLS,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc2818.txt.pdf,본 표준은 인터넷에서 안전한 HTTP 접속을 위한 TLS 사용 방법을 제공한다.,생략,생략
